,Word,Frequency,percent
1215,rising,4,0.1243008079552517
1216,laws,4,0.1243008079552517
1217,powerful,4,0.1243008079552517
1211,personal,4,0.1243008079552517
1219,inaccurate,4,0.1243008079552517
1224,enthusiasm,4,0.1243008079552517
1229,pledge,4,0.1243008079552517
1230,38,4,0.1243008079552517
1227,newspaper,4,0.1243008079552517
1226,comments,4,0.1243008079552517
1225,hurts,4,0.1243008079552517
1223,protecting,4,0.1243008079552517
1222,viewers,4,0.1243008079552517
1221,la,4,0.1243008079552517
1231,due,4,0.1243008079552517
1220,trust,4,0.1243008079552517
1228,chairman,4,0.1243008079552517
1644,onto,3,0.09322560596643878
1643,attended,3,0.09322560596643878
1637,discredited,3,0.09322560596643878
1642,spoiler,3,0.09322560596643878
1641,16500,3,0.09322560596643878
1640,forgotten,3,0.09322560596643878
1639,raisedgave,3,0.09322560596643878
1638,belittle,3,0.09322560596643878
1633,basis,3,0.09322560596643878
1636,misrepresent,3,0.09322560596643878
1635,anger,3,0.09322560596643878
1634,honest,3,0.09322560596643878
1627,obsolete,3,0.09322560596643878
1632,peaceful,3,0.09322560596643878
1631,act,3,0.09322560596643878
1630,skills,3,0.09322560596643878
1629,finish,3,0.09322560596643878
1646,criminals,3,0.09322560596643878
1626,recieved,3,0.09322560596643878
1628,issued,3,0.09322560596643878
1645,behalf,3,0.09322560596643878
1658,messenger,3,0.09322560596643878
1647,lowlife,3,0.09322560596643878
1648,largest,3,0.09322560596643878
1666,robertson,3,0.09322560596643878
1667,compete,3,0.09322560596643878
1624,agreed,3,0.09322560596643878
1665,minimum,3,0.09322560596643878
1664,federal,3,0.09322560596643878
1663,audit,3,0.09322560596643878
1662,elect,3,0.09322560596643878
1661,refuse,3,0.09322560596643878
1660,tweeting,3,0.09322560596643878
1659,fighter,3,0.09322560596643878
1657,paris,3,0.09322560596643878
1656,jason,3,0.09322560596643878
1655,greenblatt,3,0.09322560596643878
1654,abolish,3,0.09322560596643878
1653,gun,3,0.09322560596643878
1652,owner,3,0.09322560596643878
1651,single,3,0.09322560596643878
1650,shouldnt,3,0.09322560596643878
1649,shortly,3,0.09322560596643878
1625,msnbc,3,0.09322560596643878
1594,stronger,3,0.09322560596643878
1623,played,3,0.09322560596643878
1622,investigation,3,0.09322560596643878
1598,disgraceful,3,0.09322560596643878
1597,fake,3,0.09322560596643878
1596,senators,3,0.09322560596643878
1595,listened,3,0.09322560596643878
1593,q,3,0.09322560596643878
1592,mrtrump,3,0.09322560596643878
1591,local,3,0.09322560596643878
1590,reminder,3,0.09322560596643878
1589,absolute,3,0.09322560596643878
1588,tweet,3,0.09322560596643878
1587,impressed,3,0.09322560596643878
1586,jersey,3,0.09322560596643878
1585,missing,3,0.09322560596643878
1584,trail,3,0.09322560596643878
1583,information,3,0.09322560596643878
1582,guilty,3,0.09322560596643878
1581,eyes,3,0.09322560596643878
1669,bringing,3,0.09322560596643878
1580,schedule,3,0.09322560596643878
1599,george,3,0.09322560596643878
1601,ends,3,0.09322560596643878
1602,grand,3,0.09322560596643878
1613,saudi,3,0.09322560596643878
1621,civil,3,0.09322560596643878
1620,describing,3,0.09322560596643878
1619,choked,3,0.09322560596643878
1618,gay,3,0.09322560596643878
1617,setting,3,0.09322560596643878
1616,incredibly,3,0.09322560596643878
1615,nations,3,0.09322560596643878
1614,thought,3,0.09322560596643878
1612,allowing,3,0.09322560596643878
1603,exactly,3,0.09322560596643878
1611,4pm,3,0.09322560596643878
1610,according,3,0.09322560596643878
1609,deficit,3,0.09322560596643878
1608,risk,3,0.09322560596643878
1607,raising,3,0.09322560596643878
1606,sat,3,0.09322560596643878
1605,kids,3,0.09322560596643878
1604,britain,3,0.09322560596643878
1668,sarah,3,0.09322560596643878
1733,recent,3,0.09322560596643878
1670,companies,3,0.09322560596643878
1738,cred,3,0.09322560596643878
1736,owe,3,0.09322560596643878
1735,46,3,0.09322560596643878
1734,begins,3,0.09322560596643878
1732,panicked,3,0.09322560596643878
1731,choker,3,0.09322560596643878
1730,150,3,0.09322560596643878
1729,vt,3,0.09322560596643878
1728,humiliated,3,0.09322560596643878
1727,tennessee,3,0.09322560596643878
1726,scam,3,0.09322560596643878
1725,wsj,3,0.09322560596643878
1724,cadillac,3,0.09322560596643878
1723,championship,3,0.09322560596643878
1722,adam,3,0.09322560596643878
1721,quit,3,0.09322560596643878
1720,either,3,0.09322560596643878
1719,dayton,3,0.09322560596643878
1718,excellent,3,0.09322560596643878
1717,planned,3,0.09322560596643878
1737,strategist,3,0.09322560596643878
1739,register,3,0.09322560596643878
1671,wasting,3,0.09322560596643878
1740,league,3,0.09322560596643878
1578,hour,3,0.09322560596643878
1758,unethical,3,0.09322560596643878
1757,sailors,3,0.09322560596643878
1756,file,3,0.09322560596643878
1755,circulation,3,0.09322560596643878
1754,citizenship,3,0.09322560596643878
1753,mccain,3,0.09322560596643878
1752,pella,3,0.09322560596643878
1751,nervous,3,0.09322560596643878
1750,beck,3,0.09322560596643878
1749,limbaugh,3,0.09322560596643878
1748,takes,3,0.09322560596643878
1747,form,3,0.09322560596643878
1746,christie,3,0.09322560596643878
1745,manchester,3,0.09322560596643878
1744,bowl,3,0.09322560596643878
1743,1m,3,0.09322560596643878
1742,morty,3,0.09322560596643878
1741,per,3,0.09322560596643878
1716,character,3,0.09322560596643878
1715,glad,3,0.09322560596643878
1714,cancelled,3,0.09322560596643878
1713,complaining,3,0.09322560596643878
1690,bethpage,3,0.09322560596643878
1689,hold,3,0.09322560596643878
1688,albany,3,0.09322560596643878
1687,suit,3,0.09322560596643878
1686,favorite,3,0.09322560596643878
1685,places,3,0.09322560596643878
1684,therefore,3,0.09322560596643878
1683,yorkers,3,0.09322560596643878
1682,buffalo,3,0.09322560596643878
1681,unify,3,0.09322560596643878
1680,numerous,3,0.09322560596643878
1679,1200,3,0.09322560596643878
1678,coach,3,0.09322560596643878
1677,lyinted,3,0.09322560596643878
1676,ballots,3,0.09322560596643878
1675,effort,3,0.09322560596643878
1674,anderson,3,0.09322560596643878
1673,sen,3,0.09322560596643878
1672,wallace,3,0.09322560596643878
1691,vet,3,0.09322560596643878
1692,experts,3,0.09322560596643878
1693,tn,3,0.09322560596643878
1704,afraid,3,0.09322560596643878
1712,opposition,3,0.09322560596643878
1711,extort,3,0.09322560596643878
1710,boycott,3,0.09322560596643878
1709,salt,3,0.09322560596643878
1708,lake,3,0.09322560596643878
1707,dumbest,3,0.09322560596643878
1706,landing,3,0.09322560596643878
1705,endorses,3,0.09322560596643878
1703,cuba,3,0.09322560596643878
1694,manager,3,0.09322560596643878
1702,jebs,3,0.09322560596643878
1701,fraction,3,0.09322560596643878
1700,owns,3,0.09322560596643878
1699,5000,3,0.09322560596643878
1698,gq,3,0.09322560596643878
1697,15000,3,0.09322560596643878
1696,67,3,0.09322560596643878
1695,rand,3,0.09322560596643878
1579,cincinnati,3,0.09322560596643878
1600,budget,3,0.09322560596643878
1577,rapidly,3,0.09322560596643878
1463,cameras,3,0.09322560596643878
1461,three,3,0.09322560596643878
1460,faith,3,0.09322560596643878
1459,church,3,0.09322560596643878
1458,protest,3,0.09322560596643878
1457,reception,3,0.09322560596643878
1456,crookeds,3,0.09322560596643878
1455,narrative,3,0.09322560596643878
1454,committed,3,0.09322560596643878
1453,bed,3,0.09322560596643878
1452,schools,3,0.09322560596643878
1451,belief,3,0.09322560596643878
1450,proper,3,0.09322560596643878
1449,610,3,0.09322560596643878
1448,red,3,0.09322560596643878
1447,latest,3,0.09322560596643878
1446,joined,3,0.09322560596643878
1445,kudos,3,0.09322560596643878
1444,defending,3,0.09322560596643878
1443,disastrous,3,0.09322560596643878
1462,magnificent,3,0.09322560596643878
1464,everett,3,0.09322560596643878
1441,jail,3,0.09322560596643878
1465,blank,3,0.09322560596643878
1484,referring,3,0.09322560596643878
1483,dt,3,0.09322560596643878
1482,ann,3,0.09322560596643878
1481,buy,3,0.09322560596643878
1480,efforts,3,0.09322560596643878
1479,hrc,3,0.09322560596643878
1478,address,3,0.09322560596643878
1477,within,3,0.09322560596643878
1476,hispanics,3,0.09322560596643878
1475,viciously,3,0.09322560596643878
1474,predators,3,0.09322560596643878
1473,quickly,3,0.09322560596643878
1472,100000,3,0.09322560596643878
1471,courage,3,0.09322560596643878
1470,opportunity,3,0.09322560596643878
1469,records,3,0.09322560596643878
1468,larger,3,0.09322560596643878
1467,levels,3,0.09322560596643878
1466,akron,3,0.09322560596643878
1442,tarmac,3,0.09322560596643878
1440,commanderinchief,3,0.09322560596643878
1486,900,3,0.09322560596643878
1416,professor,3,0.09322560596643878
1414,staff,3,0.09322560596643878
1413,minister,3,0.09322560596643878
1412,drug,3,0.09322560596643878
1411,immigrant,3,0.09322560596643878
1410,bloomberg,3,0.09322560596643878
1409,worlds,3,0.09322560596643878
1408,advice,3,0.09322560596643878
1407,secure,3,0.09322560596643878
1406,jackson,3,0.09322560596643878
1405,2008,3,0.09322560596643878
1404,gt,3,0.09322560596643878
1403,libya,3,0.09322560596643878
1402,n,3,0.09322560596643878
1401,moment,3,0.09322560596643878
1400,expand,3,0.09322560596643878
1399,strategy,3,0.09322560596643878
1398,hasnt,3,0.09322560596643878
1397,council,3,0.09322560596643878
1576,fans,3,0.09322560596643878
1415,sign,3,0.09322560596643878
1417,toledo,3,0.09322560596643878
1438,unwatchable,3,0.09322560596643878
1418,injured,3,0.09322560596643878
1437,popular,3,0.09322560596643878
1436,havnt,3,0.09322560596643878
1435,47,3,0.09322560596643878
1434,reforms,3,0.09322560596643878
1433,destruction,3,0.09322560596643878
1432,heroes,3,0.09322560596643878
1431,receiving,3,0.09322560596643878
1430,parade,3,0.09322560596643878
1429,defense,3,0.09322560596643878
1428,neurotic,3,0.09322560596643878
1427,speaks,3,0.09322560596643878
1426,experienced,3,0.09322560596643878
1425,victories,3,0.09322560596643878
1424,chief,3,0.09322560596643878
1423,blew,3,0.09322560596643878
1422,whatever,3,0.09322560596643878
1421,puts,3,0.09322560596643878
1420,sleep,3,0.09322560596643878
1419,point,3,0.09322560596643878
1485,swing,3,0.09322560596643878
1439,industry,3,0.09322560596643878
1487,otherwise,3,0.09322560596643878
1555,panels,3,0.09322560596643878
1552,involved,3,0.09322560596643878
1551,schultz,3,0.09322560596643878
1550,backed,3,0.09322560596643878
1549,pictures,3,0.09322560596643878
1548,difference,3,0.09322560596643878
1547,shut,3,0.09322560596643878
1546,bc,3,0.09322560596643878
1545,dealing,3,0.09322560596643878
1544,idea,3,0.09322560596643878
1543,matter,3,0.09322560596643878
1542,illegally,3,0.09322560596643878
1541,33000,3,0.09322560596643878
1540,class,3,0.09322560596643878
1539,potential,3,0.09322560596643878
1538,cedar,3,0.09322560596643878
1537,rapids,3,0.09322560596643878
1536,reform,3,0.09322560596643878
1535,vision,3,0.09322560596643878
1534,east,3,0.09322560596643878
1554,blown,3,0.09322560596643878
1556,folks,3,0.09322560596643878
1532,unite,3,0.09322560596643878
1557,stands,3,0.09322560596643878
1575,resign,3,0.09322560596643878
1488,priebus,3,0.09322560596643878
1574,alone,3,0.09322560596643878
1573,raise,3,0.09322560596643878
1572,11am,3,0.09322560596643878
1571,tragedy,3,0.09322560596643878
1570,committee,3,0.09322560596643878
1569,nominated,3,0.09322560596643878
1568,productive,3,0.09322560596643878
1567,publicity,3,0.09322560596643878
1566,melanias,3,0.09322560596643878
1565,pressure,3,0.09322560596643878
1564,justices,3,0.09322560596643878
1563,germany,3,0.09322560596643878
1562,mock,3,0.09322560596643878
1561,killer,3,0.09322560596643878
1560,wages,3,0.09322560596643878
1559,enemies,3,0.09322560596643878
1558,unless,3,0.09322560596643878
1533,games,3,0.09322560596643878
1553,60,3,0.09322560596643878
1500,hero,3,0.09322560596643878
1510,newt,3,0.09322560596643878
1508,solid,3,0.09322560596643878
1507,anti,3,0.09322560596643878
1505,rudy,3,0.09322560596643878
1504,miners,3,0.09322560596643878
1503,defend,3,0.09322560596643878
1502,fund,3,0.09322560596643878
1501,quote,3,0.09322560596643878
1499,yes,3,0.09322560596643878
1498,bless,3,0.09322560596643878
1497,meetings,3,0.09322560596643878
1496,honestly,3,0.09322560596643878
1495,completely,3,0.09322560596643878
1494,certain,3,0.09322560596643878
1493,billion,3,0.09322560596643878
1492,health,3,0.09322560596643878
1491,cold,3,0.09322560596643878
1531,puppets,3,0.09322560596643878
1490,markets,3,0.09322560596643878
1489,730pm,3,0.09322560596643878
1509,flynn,3,0.09322560596643878
1506,constitution,3,0.09322560596643878
1511,rate,3,0.09322560596643878
1520,stops,3,0.09322560596643878
1530,koch,3,0.09322560596643878
1529,charles,3,0.09322560596643878
1528,bills,3,0.09322560596643878
1527,commander,3,0.09322560596643878
1526,respond,3,0.09322560596643878
1525,fawning,3,0.09322560596643878
1524,reno,3,0.09322560596643878
1522,vast,3,0.09322560596643878
1521,moved,3,0.09322560596643878
1523,worried,3,0.09322560596643878
1519,springs,3,0.09322560596643878
1512,acting,3,0.09322560596643878
1518,denver,3,0.09322560596643878
1517,beach,3,0.09322560596643878
1516,jacksonville,3,0.09322560596643878
1515,wi,3,0.09322560596643878
1514,portland,3,0.09322560596643878
1513,answering,3,0.09322560596643878
2278,jr,2,0.06215040397762585
2277,bend,2,0.06215040397762585
2276,wacko,2,0.06215040397762585
2275,sorts,2,0.06215040397762585
2280,terre,2,0.06215040397762585
2274,category,2,0.06215040397762585
2273,charleston,2,0.06215040397762585
2271,rick,2,0.06215040397762585
2272,democratsboth,2,0.06215040397762585
2270,endorsements,2,0.06215040397762585
2279,carmel,2,0.06215040397762585
2246,construction,2,0.06215040397762585
2281,haute,2,0.06215040397762585
2282,bushy,2,0.06215040397762585
2283,sunday,2,0.06215040397762585
2284,reality,2,0.06215040397762585
2285,fiorina,2,0.06215040397762585
2286,carly,2,0.06215040397762585
2287,evansville,2,0.06215040397762585
2288,indianapolis,2,0.06215040397762585
2268,insight,2,0.06215040397762585
2289,six,2,0.06215040397762585
2269,ability,2,0.06215040397762585
2248,prominently,2,0.06215040397762585
2267,courageous,2,0.06215040397762585
2266,infrastructure,2,0.06215040397762585
2291,commentary,2,0.06215040397762585
2247,named,2,0.06215040397762585
2249,depicted,2,0.06215040397762585
2250,repub,2,0.06215040397762585
2251,names,2,0.06215040397762585
2252,ppl,2,0.06215040397762585
2253,lame,2,0.06215040397762585
2254,heights,2,0.06215040397762585
2255,sheldon,2,0.06215040397762585
2256,carbon,2,0.06215040397762585
2257,phil,2,0.06215040397762585
2258,effective,2,0.06215040397762585
2259,position,2,0.06215040397762585
2260,commercial,2,0.06215040397762585
2261,current,2,0.06215040397762585
2262,misinformed,2,0.06215040397762585
2263,opposed,2,0.06215040397762585
2264,currently,2,0.06215040397762585
2265,shoot,2,0.06215040397762585
2290,becoming,2,0.06215040397762585
2335,thrown,2,0.06215040397762585
2292,prince,2,0.06215040397762585
2293,eliminated,2,0.06215040397762585
2318,hello,2,0.06215040397762585
2319,checked,2,0.06215040397762585
2320,beats,2,0.06215040397762585
2321,quitting,2,0.06215040397762585
2322,owners,2,0.06215040397762585
2323,nerve,2,0.06215040397762585
2324,superior,2,0.06215040397762585
2325,milwaukee,2,0.06215040397762585
2326,5th,2,0.06215040397762585
2327,unifying,2,0.06215040397762585
2328,radio,2,0.06215040397762585
2329,143,2,0.06215040397762585
2330,extortion,2,0.06215040397762585
2331,incorrect,2,0.06215040397762585
2332,1000000,2,0.06215040397762585
2333,peace,2,0.06215040397762585
2334,journal,2,0.06215040397762585
2336,charged,2,0.06215040397762585
2337,defends,2,0.06215040397762585
2338,reporters,2,0.06215040397762585
2244,closes,2,0.06215040397762585
2317,trashing,2,0.06215040397762585
2316,co,2,0.06215040397762585
2315,none,2,0.06215040397762585
2303,hannity,2,0.06215040397762585
2294,eve,2,0.06215040397762585
2295,rule,2,0.06215040397762585
2296,1988,2,0.06215040397762585
2297,closing,2,0.06215040397762585
2298,september,2,0.06215040397762585
2299,views,2,0.06215040397762585
2300,k,2,0.06215040397762585
2301,profit,2,0.06215040397762585
2302,association,2,0.06215040397762585
2304,rebroadcast,2,0.06215040397762585
2314,block,2,0.06215040397762585
2305,dear,2,0.06215040397762585
2306,66,2,0.06215040397762585
2307,following,2,0.06215040397762585
2308,rochester,2,0.06215040397762585
2309,covers,2,0.06215040397762585
2310,purposely,2,0.06215040397762585
2311,inaccurately,2,0.06215040397762585
2312,walk,2,0.06215040397762585
2313,catching,2,0.06215040397762585
2245,res,2,0.06215040397762585
2154,savage,2,0.06215040397762585
2243,responsible,2,0.06215040397762585
2194,reading,2,0.06215040397762585
2172,journey,2,0.06215040397762585
2173,integrity,2,0.06215040397762585
2174,giving,2,0.06215040397762585
2175,pretty,2,0.06215040397762585
2176,silk,2,0.06215040397762585
2177,diamond,2,0.06215040397762585
2178,marks,2,0.06215040397762585
2179,38000,2,0.06215040397762585
2180,lately,2,0.06215040397762585
2181,innocent,2,0.06215040397762585
2182,remained,2,0.06215040397762585
2183,burned,2,0.06215040397762585
2184,heres,2,0.06215040397762585
2185,74,2,0.06215040397762585
2186,redding,2,0.06215040397762585
2187,attending,2,0.06215040397762585
2188,telepromter,2,0.06215040397762585
2189,bombshell,2,0.06215040397762585
2190,female,2,0.06215040397762585
2191,tweeted,2,0.06215040397762585
2192,25th,2,0.06215040397762585
2171,montana,2,0.06215040397762585
2170,gee,2,0.06215040397762585
2169,thr,2,0.06215040397762585
2157,fairly,2,0.06215040397762585
2148,brings,2,0.06215040397762585
2149,extraordinary,2,0.06215040397762585
2150,arabia,2,0.06215040397762585
2151,contd,2,0.06215040397762585
2152,amounts,2,0.06215040397762585
2153,celebrating,2,0.06215040397762585
2340,lewandowski,2,0.06215040397762585
2155,ban,2,0.06215040397762585
2156,opinion,2,0.06215040397762585
2158,incident,2,0.06215040397762585
2168,youll,2,0.06215040397762585
2159,disabled,2,0.06215040397762585
2160,career,2,0.06215040397762585
2161,pretended,2,0.06215040397762585
2162,2004,2,0.06215040397762585
2163,611,2,0.06215040397762585
2164,portsmouth,2,0.06215040397762585
2165,perfect,2,0.06215040397762585
2166,scarborough,2,0.06215040397762585
2167,deep,2,0.06215040397762585
2193,blue,2,0.06215040397762585
2195,execs,2,0.06215040397762585
2242,treats,2,0.06215040397762585
2196,lawsuits,2,0.06215040397762585
2221,11,2,0.06215040397762585
2222,school,2,0.06215040397762585
2223,served,2,0.06215040397762585
2224,reckless,2,0.06215040397762585
2225,airports,2,0.06215040397762585
2226,hole,2,0.06215040397762585
2227,exposed,2,0.06215040397762585
2228,ky,2,0.06215040397762585
2229,declare,2,0.06215040397762585
2230,disenfranchised,2,0.06215040397762585
2231,pac,2,0.06215040397762585
2232,knowingly,2,0.06215040397762585
2233,bubba,2,0.06215040397762585
2234,barbaro,2,0.06215040397762585
2235,debating,2,0.06215040397762585
2236,panel,2,0.06215040397762585
2237,jeffrey,2,0.06215040397762585
2238,lord,2,0.06215040397762585
2239,lived,2,0.06215040397762585
2240,douglas,2,0.06215040397762585
2241,gracious,2,0.06215040397762585
2220,ultimate,2,0.06215040397762585
2219,fec,2,0.06215040397762585
2218,obligation,2,0.06215040397762585
2206,lightweights,2,0.06215040397762585
2197,suffers,2,0.06215040397762585
2198,talent,2,0.06215040397762585
2199,sacramento,2,0.06215040397762585
2200,5600000,2,0.06215040397762585
2201,amount,2,0.06215040397762585
2202,gonzalo,2,0.06215040397762585
2203,curiel,2,0.06215040397762585
2204,wh,2,0.06215040397762585
2205,kristol,2,0.06215040397762585
2207,sneak,2,0.06215040397762585
2217,mexican,2,0.06215040397762585
2208,page,2,0.06215040397762585
2209,kick,2,0.06215040397762585
2210,alltime,2,0.06215040397762585
2211,accounts,2,0.06215040397762585
2212,fails,2,0.06215040397762585
2213,25000,2,0.06215040397762585
2214,8pme,2,0.06215040397762585
2215,holding,2,0.06215040397762585
2216,harvard,2,0.06215040397762585
2339,tape,2,0.06215040397762585
2430,repubs,2,0.06215040397762585
2341,beaten,2,0.06215040397762585
2439,hired,2,0.06215040397762585
2465,consistent,2,0.06215040397762585
2466,vatican,2,0.06215040397762585
2467,unbalanced,2,0.06215040397762585
2468,wsjnbc,2,0.06215040397762585
2469,fundraising,2,0.06215040397762585
2470,knowledge,2,0.06215040397762585
2471,greenville,2,0.06215040397762585
2472,5pm,2,0.06215040397762585
2473,ppp,2,0.06215040397762585
2474,id,2,0.06215040397762585
2475,cheater,2,0.06215040397762585
2476,sending,2,0.06215040397762585
2477,catholic,2,0.06215040397762585
2478,yorker,2,0.06215040397762585
2479,series,2,0.06215040397762585
2480,demanding,2,0.06215040397762585
2481,marriage,2,0.06215040397762585
2482,expecting,2,0.06215040397762585
2483,120,2,0.06215040397762585
2484,clemson,2,0.06215040397762585
2485,buyer,2,0.06215040397762585
2464,cooper,2,0.06215040397762585
2463,authorities,2,0.06215040397762585
2462,apple,2,0.06215040397762585
2450,communication,2,0.06215040397762585
2441,clearly,2,0.06215040397762585
2442,filed,2,0.06215040397762585
2443,pat,2,0.06215040397762585
2444,rove,2,0.06215040397762585
2445,sites,2,0.06215040397762585
2446,sparks,2,0.06215040397762585
2447,understands,2,0.06215040397762585
2448,ed,2,0.06215040397762585
2449,whether,2,0.06215040397762585
2451,disloyal,2,0.06215040397762585
2461,sleazy,2,0.06215040397762585
2452,35,2,0.06215040397762585
2453,9,2,0.06215040397762585
2454,315,2,0.06215040397762585
2455,18,2,0.06215040397762585
2456,28,2,0.06215040397762585
2457,disqualified,2,0.06215040397762585
2458,ridiculously,2,0.06215040397762585
2459,table,2,0.06215040397762585
2460,scalia,2,0.06215040397762585
2486,drugs,2,0.06215040397762585
2487,wasted,2,0.06215040397762585
2488,bottom,2,0.06215040397762585
2523,snow,2,0.06215040397762585
2514,crying,2,0.06215040397762585
2515,sioux,2,0.06215040397762585
2516,conflict,2,0.06215040397762585
2517,sachsciti,2,0.06215040397762585
2518,refused,2,0.06215040397762585
2519,begging,2,0.06215040397762585
2520,tells,2,0.06215040397762585
2521,zogby,2,0.06215040397762585
2522,eligibility,2,0.06215040397762585
2524,appeal,2,0.06215040397762585
2512,outperforming,2,0.06215040397762585
2525,palins,2,0.06215040397762585
2526,dropped,2,0.06215040397762585
2527,contributions,2,0.06215040397762585
2528,kicked,2,0.06215040397762585
2529,airtime,2,0.06215040397762585
2530,turnout,2,0.06215040397762585
2531,key,2,0.06215040397762585
2532,arrive,2,0.06215040397762585
2146,greensboro,2,0.06215040397762585
2513,comment,2,0.06215040397762585
2511,pts,2,0.06215040397762585
2489,mornings,2,0.06215040397762585
2499,nashua,2,0.06215040397762585
2490,plymouth,2,0.06215040397762585
2491,5k,2,0.06215040397762585
2492,umass,2,0.06215040397762585
2493,stole,2,0.06215040397762585
2494,might,2,0.06215040397762585
2495,rambling,2,0.06215040397762585
2496,rated,2,0.06215040397762585
2497,bank,2,0.06215040397762585
2498,rooms,2,0.06215040397762585
2500,rates,2,0.06215040397762585
2510,dow,2,0.06215040397762585
2501,advertisers,2,0.06215040397762585
2502,bimbo,2,0.06215040397762585
2503,9pm,2,0.06215040397762585
2504,rush,2,0.06215040397762585
2505,jerry,2,0.06215040397762585
2506,wreck,2,0.06215040397762585
2507,57pm,2,0.06215040397762585
2508,streets,2,0.06215040397762585
2509,investment,2,0.06215040397762585
2440,rubioampcruz,2,0.06215040397762585
2438,1130,2,0.06215040397762585
2342,pundit,2,0.06215040397762585
2437,material,2,0.06215040397762585
2367,dinner,2,0.06215040397762585
2368,worry,2,0.06215040397762585
2369,ailes,2,0.06215040397762585
2370,20000,2,0.06215040397762585
2371,tank,2,0.06215040397762585
2372,became,2,0.06215040397762585
2373,ceiling,2,0.06215040397762585
2374,role,2,0.06215040397762585
2375,announces,2,0.06215040397762585
2376,runs,2,0.06215040397762585
2377,guess,2,0.06215040397762585
2378,races,2,0.06215040397762585
2379,romneys,2,0.06215040397762585
2380,channel,2,0.06215040397762585
2381,43,2,0.06215040397762585
2382,wise,2,0.06215040397762585
2383,sadly,2,0.06215040397762585
2384,stream,2,0.06215040397762585
2385,govkasich,2,0.06215040397762585
2386,recovered,2,0.06215040397762585
2387,25k,2,0.06215040397762585
2366,maralago,2,0.06215040397762585
2365,sounds,2,0.06215040397762585
2364,simply,2,0.06215040397762585
2352,lawsuit,2,0.06215040397762585
2343,mine,2,0.06215040397762585
2344,expensive,2,0.06215040397762585
2345,everywhere,2,0.06215040397762585
2346,convince,2,0.06215040397762585
2347,google,2,0.06215040397762585
2348,sampp,2,0.06215040397762585
2349,math,2,0.06215040397762585
2350,blames,2,0.06215040397762585
2351,ways,2,0.06215040397762585
2353,scared,2,0.06215040397762585
2363,madness,2,0.06215040397762585
2354,closet,2,0.06215040397762585
2355,view,2,0.06215040397762585
2356,building,2,0.06215040397762585
2357,muslims,2,0.06215040397762585
2358,alike,2,0.06215040397762585
2359,focused,2,0.06215040397762585
2360,picture,2,0.06215040397762585
2361,blame,2,0.06215040397762585
2362,model,2,0.06215040397762585
2388,absentee,2,0.06215040397762585
2389,phone,2,0.06215040397762585
2390,ralph,2,0.06215040397762585
2425,lol,2,0.06215040397762585
2416,al,2,0.06215040397762585
2417,feedback,2,0.06215040397762585
2418,haley,2,0.06215040397762585
2419,nikki,2,0.06215040397762585
2420,2012,2,0.06215040397762585
2421,brian,2,0.06215040397762585
2422,principle,2,0.06215040397762585
2423,sons,2,0.06215040397762585
2424,aliens,2,0.06215040397762585
2426,harry,2,0.06215040397762585
2414,25,2,0.06215040397762585
2427,pol,2,0.06215040397762585
2428,accomplished,2,0.06215040397762585
2429,brothers,2,0.06215040397762585
2431,water,2,0.06215040397762585
2432,floridians,2,0.06215040397762585
2433,marshall,2,0.06215040397762585
2434,built,2,0.06215040397762585
2435,assets,2,0.06215040397762585
2436,jeffress,2,0.06215040397762585
2415,setback,2,0.06215040397762585
2413,sale,2,0.06215040397762585
2391,zuckermans,2,0.06215040397762585
2401,rory,2,0.06215040397762585
2392,likewise,2,0.06215040397762585
2393,ethic,2,0.06215040397762585
2394,wishing,2,0.06215040397762585
2395,welcoming,2,0.06215040397762585
2396,madison,2,0.06215040397762585
2397,market,2,0.06215040397762585
2398,students,2,0.06215040397762585
2399,doral,2,0.06215040397762585
2400,jealous,2,0.06215040397762585
2402,mile,2,0.06215040397762585
2412,creating,2,0.06215040397762585
2403,mary,2,0.06215040397762585
2404,helicopter,2,0.06215040397762585
2405,mad,2,0.06215040397762585
2406,approval,2,0.06215040397762585
2407,98,2,0.06215040397762585
2408,romneywho,2,0.06215040397762585
2409,stake,2,0.06215040397762585
2410,barrack,2,0.06215040397762585
2411,criticize,2,0.06215040397762585
2147,241st,2,0.06215040397762585
1938,youve,2,0.06215040397762585
2145,criticizing,2,0.06215040397762585
1854,rough,2,0.06215040397762585
1880,accepted,2,0.06215040397762585
1881,wa,2,0.06215040397762585
1882,tied,2,0.06215040397762585
1883,wilmington,2,0.06215040397762585
1884,thankyou,2,0.06215040397762585
1885,minorities,2,0.06215040397762585
1886,slaughter,2,0.06215040397762585
1887,reaching,2,0.06215040397762585
1888,shootings,2,0.06215040397762585
1889,anniversary,2,0.06215040397762585
1890,january,2,0.06215040397762585
1891,106,2,0.06215040397762585
1892,root,2,0.06215040397762585
1893,inspired,2,0.06215040397762585
1894,attend,2,0.06215040397762585
1895,dwyane,2,0.06215040397762585
1896,black,2,0.06215040397762585
1897,kkk,2,0.06215040397762585
1898,mentor,2,0.06215040397762585
1899,member,2,0.06215040397762585
1900,heroin,2,0.06215040397762585
1879,vicente,2,0.06215040397762585
1878,bomb,2,0.06215040397762585
1877,drive,2,0.06215040397762585
1865,kill,2,0.06215040397762585
1856,shout,2,0.06215040397762585
1857,1182016,2,0.06215040397762585
1858,stairway,2,0.06215040397762585
1859,carpet,2,0.06215040397762585
1860,passed,2,0.06215040397762585
