,Word,Frequency,percent
620,fair,9,0.27967681789931637
619,angry,9,0.27967681789931637
618,husband,9,0.27967681789931637
617,nato,9,0.27967681789931637
613,r,9,0.27967681789931637
609,pundits,9,0.27967681789931637
615,speak,9,0.27967681789931637
614,david,9,0.27967681789931637
612,announced,9,0.27967681789931637
611,everything,9,0.27967681789931637
610,brexit,9,0.27967681789931637
625,network,9,0.27967681789931637
624,control,9,0.27967681789931637
635,easy,9,0.27967681789931637
626,bought,9,0.27967681789931637
636,megyn,9,0.27967681789931637
607,try,9,0.27967681789931637
641,kansas,9,0.27967681789931637
640,selffunding,9,0.27967681789931637
639,worth,9,0.27967681789931637
638,core,9,0.27967681789931637
637,fun,9,0.27967681789931637
634,5,9,0.27967681789931637
627,self,9,0.27967681789931637
633,enough,9,0.27967681789931637
632,groups,9,0.27967681789931637
631,expected,9,0.27967681789931637
630,fast,9,0.27967681789931637
629,orlando,9,0.27967681789931637
628,came,9,0.27967681789931637
608,something,9,0.27967681789931637
595,allow,9,0.27967681789931637
606,short,9,0.27967681789931637
587,8pm,9,0.27967681789931637
585,boring,9,0.27967681789931637
584,bosses,9,0.27967681789931637
583,attacks,9,0.27967681789931637
582,terrorist,9,0.27967681789931637
581,fighting,9,0.27967681789931637
580,beautiful,9,0.27967681789931637
579,including,9,0.27967681789931637
578,perhaps,9,0.27967681789931637
576,tower,9,0.27967681789931637
575,stage,9,0.27967681789931637
574,tpp,9,0.27967681789931637
573,iraq,9,0.27967681789931637
572,full,9,0.27967681789931637
571,3pm,9,0.27967681789931637
605,friend,9,0.27967681789931637
586,arrived,9,0.27967681789931637
577,dopey,9,0.27967681789931637
588,economic,9,0.27967681789931637
597,waste,9,0.27967681789931637
604,children,9,0.27967681789931637
589,friday,9,0.27967681789931637
603,arena,9,0.27967681789931637
602,justice,9,0.27967681789931637
601,game,9,0.27967681789931637
599,china,9,0.27967681789931637
598,poor,9,0.27967681789931637
600,release,9,0.27967681789931637
594,lindsey,9,0.27967681789931637
593,supreme,9,0.27967681789931637
592,respect,9,0.27967681789931637
596,wanted,9,0.27967681789931637
591,wouldnt,9,0.27967681789931637
590,free,9,0.27967681789931637
711,hours,8,0.2486016159105034
707,statements,8,0.2486016159105034
704,democratic,8,0.2486016159105034
705,turned,8,0.2486016159105034
706,speeches,8,0.2486016159105034
709,easily,8,0.2486016159105034
708,office,8,0.2486016159105034
710,start,8,0.2486016159105034
702,continue,8,0.2486016159105034
712,experience,8,0.2486016159105034
703,mike,8,0.2486016159105034
695,rock,8,0.2486016159105034
701,pence,8,0.2486016159105034
700,maine,8,0.2486016159105034
699,gov,8,0.2486016159105034
698,dnc,8,0.2486016159105034
697,judgment,8,0.2486016159105034
696,primaries,8,0.2486016159105034
694,reports,8,0.2486016159105034
693,pathetic,8,0.2486016159105034
714,goldman,8,0.2486016159105034
692,reason,8,0.2486016159105034
713,chris,8,0.2486016159105034
731,island,8,0.2486016159105034
715,favor,8,0.2486016159105034
727,todays,8,0.2486016159105034
690,actually,8,0.2486016159105034
736,finder,8,0.2486016159105034
735,citizen,8,0.2486016159105034
734,highest,8,0.2486016159105034
733,maryland,8,0.2486016159105034
732,connecticut,8,0.2486016159105034
730,nebraska,8,0.2486016159105034
729,kentucky,8,0.2486016159105034
728,protesters,8,0.2486016159105034
726,obamacare,8,0.2486016159105034
716,fortune,8,0.2486016159105034
725,thugs,8,0.2486016159105034
724,months,8,0.2486016159105034
723,article,8,0.2486016159105034
722,finally,8,0.2486016159105034
721,vegas,8,0.2486016159105034
720,credibility,8,0.2486016159105034
719,turnberry,8,0.2486016159105034
718,line,8,0.2486016159105034
717,immediately,8,0.2486016159105034
691,plans,8,0.2486016159105034
644,war,8,0.2486016159105034
689,ill,8,0.2486016159105034
665,h,8,0.2486016159105034
663,republicans,8,0.2486016159105034
662,22,8,0.2486016159105034
661,across,8,0.2486016159105034
660,secret,8,0.2486016159105034
659,guns,8,0.2486016159105034
658,former,8,0.2486016159105034
657,makes,8,0.2486016159105034
656,gone,8,0.2486016159105034
655,robert,8,0.2486016159105034
653,poorly,8,0.2486016159105034
652,someone,8,0.2486016159105034
651,beginning,8,0.2486016159105034
650,spoke,8,0.2486016159105034
649,pols,8,0.2486016159105034
648,6pm,8,0.2486016159105034
647,50,8,0.2486016159105034
646,administration,8,0.2486016159105034
645,part,8,0.2486016159105034
643,discuss,8,0.2486016159105034
688,political,8,0.2486016159105034
642,final,8,0.2486016159105034
664,respected,8,0.2486016159105034
654,refugees,8,0.2486016159105034
666,second,8,0.2486016159105034
677,heard,8,0.2486016159105034
687,absolutely,8,0.2486016159105034
667,disgrace,8,0.2486016159105034
685,leading,8,0.2486016159105034
684,loves,8,0.2486016159105034
683,stay,8,0.2486016159105034
682,evangelicals,8,0.2486016159105034
681,tried,8,0.2486016159105034
680,stated,8,0.2486016159105034
679,replace,8,0.2486016159105034
678,repeal,8,0.2486016159105034
686,county,8,0.2486016159105034
676,talks,8,0.2486016159105034
672,son,8,0.2486016159105034
668,proven,8,0.2486016159105034
670,whats,8,0.2486016159105034
671,late,8,0.2486016159105034
669,reviews,8,0.2486016159105034
673,fbi,8,0.2486016159105034
674,ineffective,8,0.2486016159105034
675,outside,8,0.2486016159105034
810,list,7,0.2175264139216905
809,hell,7,0.2175264139216905
800,supported,7,0.2175264139216905
808,charges,7,0.2175264139216905
807,7,7,0.2175264139216905
806,dallas,7,0.2175264139216905
805,endorse,7,0.2175264139216905
804,lobbyists,7,0.2175264139216905
803,cbs,7,0.2175264139216905
802,clue,7,0.2175264139216905
801,nominee,7,0.2175264139216905
796,killing,7,0.2175264139216905
799,embarrassed,7,0.2175264139216905
798,speaking,7,0.2175264139216905
797,hate,7,0.2175264139216905
812,explain,7,0.2175264139216905
795,weeks,7,0.2175264139216905
794,10,7,0.2175264139216905
793,16,7,0.2175264139216905
792,signed,7,0.2175264139216905
791,third,7,0.2175264139216905
790,islam,7,0.2175264139216905
789,kind,7,0.2175264139216905
811,father,7,0.2175264139216905
835,eminent,7,0.2175264139216905
813,possible,7,0.2175264139216905
826,miss,7,0.2175264139216905
787,incompetent,7,0.2175264139216905
836,domain,7,0.2175264139216905
834,canadian,7,0.2175264139216905
833,bobby,7,0.2175264139216905
832,doubt,7,0.2175264139216905
831,paper,7,0.2175264139216905
830,loser,7,0.2175264139216905
829,cover,7,0.2175264139216905
828,paul,7,0.2175264139216905
827,credit,7,0.2175264139216905
825,pittsburgh,7,0.2175264139216905
814,et,7,0.2175264139216905
824,based,7,0.2175264139216905
823,las,7,0.2175264139216905
822,stevens,7,0.2175264139216905
821,j,7,0.2175264139216905
820,losing,7,0.2175264139216905
819,ready,7,0.2175264139216905
818,values,7,0.2175264139216905
817,scotland,7,0.2175264139216905
816,playing,7,0.2175264139216905
815,dirty,7,0.2175264139216905
788,response,7,0.2175264139216905
777,10pme,7,0.2175264139216905
786,ask,7,0.2175264139216905
748,rights,7,0.2175264139216905
758,conservative,7,0.2175264139216905
757,elected,7,0.2175264139216905
756,hostile,7,0.2175264139216905
755,pensacola,7,0.2175264139216905
754,missouri,7,0.2175264139216905
753,spirit,7,0.2175264139216905
752,feel,7,0.2175264139216905
751,wait,7,0.2175264139216905
750,hotel,7,0.2175264139216905
749,amendment,7,0.2175264139216905
747,met,7,0.2175264139216905
760,13,7,0.2175264139216905
746,pres,7,0.2175264139216905
744,rest,7,0.2175264139216905
743,hopefully,7,0.2175264139216905
742,followers,7,0.2175264139216905
741,front,7,0.2175264139216905
740,team,7,0.2175264139216905
739,online,7,0.2175264139216905
738,sure,7,0.2175264139216905
737,government,7,0.2175264139216905
785,anybody,7,0.2175264139216905
759,natural,7,0.2175264139216905
745,secretary,7,0.2175264139216905
761,term,7,0.2175264139216905
773,racist,7,0.2175264139216905
762,longer,7,0.2175264139216905
783,wild,7,0.2175264139216905
782,facts,7,0.2175264139216905
781,god,7,0.2175264139216905
784,whose,7,0.2175264139216905
779,financial,7,0.2175264139216905
778,stories,7,0.2175264139216905
776,utah,7,0.2175264139216905
775,play,7,0.2175264139216905
774,company,7,0.2175264139216905
780,rather,7,0.2175264139216905
772,education,7,0.2175264139216905
767,phoenix,7,0.2175264139216905
763,joe,7,0.2175264139216905
764,strength,7,0.2175264139216905
766,reuters,7,0.2175264139216905
765,amnesty,7,0.2175264139216905
768,vs,7,0.2175264139216905
769,brought,7,0.2175264139216905
770,attacked,7,0.2175264139216905
771,apologize,7,0.2175264139216905
928,legal,6,0.18645121193287756
922,complete,6,0.18645121193287756
923,heart,6,0.18645121193287756
924,banks,6,0.18645121193287756
925,divided,6,0.18645121193287756
926,sometimes,6,0.18645121193287756
927,follow,6,0.18645121193287756
932,along,6,0.18645121193287756
929,judge,6,0.18645121193287756
930,fraudulent,6,0.18645121193287756
931,sachs,6,0.18645121193287756
935,temperament,6,0.18645121193287756
933,lied,6,0.18645121193287756
934,opponents,6,0.18645121193287756
921,referred,6,0.18645121193287756
909,owned,6,0.18645121193287756
919,vice,6,0.18645121193287756
918,americas,6,0.18645121193287756
917,couldnt,6,0.18645121193287756
916,facebook,6,0.18645121193287756
915,thinks,6,0.18645121193287756
914,debates,6,0.18645121193287756
913,whole,6,0.18645121193287756
912,monday,6,0.18645121193287756
911,supports,6,0.18645121193287756
910,donors,6,0.18645121193287756
908,manufacturing,6,0.18645121193287756
907,countries,6,0.18645121193287756
906,pa,6,0.18645121193287756
905,democrat,6,0.18645121193287756
937,fool,6,0.18645121193287756
936,trouble,6,0.18645121193287756
961,fired,6,0.18645121193287756
938,entire,6,0.18645121193287756
955,constantly,6,0.18645121193287756
969,loans,6,0.18645121193287756
