,Word,Frequency,percent
345,thinks,17,0.5269683818970862
346,start,17,0.5269683818970862
347,access,17,0.5269683818970862
348,listen,17,0.5269683818970862
349,democratic,17,0.5269683818970862
350,mother,17,0.5269683818970862
351,hear,16,0.49597024178549287
352,may,16,0.49597024178549287
353,problem,16,0.49597024178549287
354,didnt,16,0.49597024178549287
355,taking,16,0.49597024178549287
356,follow,16,0.49597024178549287
357,friend,16,0.49597024178549287
358,men,16,0.49597024178549287
359,affordable,16,0.49597024178549287
360,8,16,0.49597024178549287
361,rhetoric,16,0.49597024178549287
362,dream,16,0.49597024178549287
363,learn,16,0.49597024178549287
364,talks,16,0.49597024178549287
365,registered,15,0.4649721016738996
366,celebrate,15,0.4649721016738996
367,saying,15,0.4649721016738996
368,living,15,0.4649721016738996
369,sobre,15,0.4649721016738996
370,building,15,0.4649721016738996
371,lead,15,0.4649721016738996
372,las,15,0.4649721016738996
373,11,15,0.4649721016738996
374,weapons,15,0.4649721016738996
375,top,15,0.4649721016738996
376,racism,15,0.4649721016738996
377,end,15,0.4649721016738996
378,energy,15,0.4649721016738996
379,remember,15,0.4649721016738996
380,works,15,0.4649721016738996
381,star,15,0.4649721016738996
382,room,15,0.4649721016738996
383,ideas,15,0.4649721016738996
384,service,15,0.4649721016738996
385,others,15,0.4649721016738996
386,minimum,15,0.4649721016738996
387,higher,15,0.4649721016738996
388,barriers,15,0.4649721016738996
389,close,15,0.4649721016738996
390,speak,15,0.4649721016738996
391,fair,15,0.4649721016738996
392,lost,15,0.4649721016738996
393,issues,15,0.4649721016738996
394,easier,15,0.4649721016738996
395,2016,15,0.4649721016738996
396,military,15,0.4649721016738996
397,saw,15,0.4649721016738996
398,equality,15,0.4649721016738996
399,congress,15,0.4649721016738996
400,call,14,0.4339739615623063
401,asked,14,0.4339739615623063
402,10,14,0.4339739615623063
403,poverty,14,0.4339739615623063
404,democrats,14,0.4339739615623063
405,su,14,0.4339739615623063
406,standing,14,0.4339739615623063
407,barack,14,0.4339739615623063
408,without,14,0.4339739615623063
409,deal,14,0.4339739615623063
410,address,14,0.4339739615623063
411,billion,14,0.4339739615623063
412,daughter,14,0.4339739615623063
413,puerto,14,0.4339739615623063
414,rico,14,0.4339739615623063
415,guy,14,0.4339739615623063
416,behind,14,0.4339739615623063
417,break,14,0.4339739615623063
418,free,14,0.4339739615623063
419,street,14,0.4339739615623063
420,tough,14,0.4339739615623063
421,news,14,0.4339739615623063
422,terrorists,14,0.4339739615623063
423,ask,14,0.4339739615623063
424,political,14,0.4339739615623063
425,lose,14,0.4339739615623063
426,trying,14,0.4339739615623063
427,todays,14,0.4339739615623063
428,create,14,0.4339739615623063
429,gop,14,0.4339739615623063
430,happen,14,0.4339739615623063
431,anything,14,0.4339739615623063
432,everybody,14,0.4339739615623063
433,atlantic,14,0.4339739615623063
434,primary,14,0.4339739615623063
435,action,13,0.402975821450713
436,away,13,0.402975821450713
437,homes,13,0.402975821450713
438,biggest,13,0.402975821450713
439,hands,13,0.402975821450713
440,discrimination,13,0.402975821450713
441,bring,13,0.402975821450713
442,release,13,0.402975821450713
443,clean,13,0.402975821450713
444,add,13,0.402975821450713
445,already,13,0.402975821450713
446,courage,13,0.402975821450713
447,far,13,0.402975821450713
448,talking,13,0.402975821450713
449,bad,13,0.402975821450713
450,exactly,13,0.402975821450713
451,none,13,0.402975821450713
452,threat,13,0.402975821450713
453,defeat,13,0.402975821450713
454,voters,13,0.402975821450713
455,major,13,0.402975821450713
456,whether,13,0.402975821450713
457,vice,13,0.402975821450713
458,5,13,0.402975821450713
459,supporting,13,0.402975821450713
460,2,13,0.402975821450713
461,hurt,13,0.402975821450713
462,possible,13,0.402975821450713
463,senator,13,0.402975821450713
464,mental,13,0.402975821450713
465,leadership,13,0.402975821450713
466,companies,13,0.402975821450713
467,head,13,0.402975821450713
468,casinos,13,0.402975821450713
469,congrats,13,0.402975821450713
470,millionaires,13,0.402975821450713
471,answer,12,0.3719776813391197
472,else,12,0.3719776813391197
473,pretty,12,0.3719776813391197
474,housing,12,0.3719776813391197
475,tonights,12,0.3719776813391197
476,decisions,12,0.3719776813391197
477,questions,12,0.3719776813391197
478,told,12,0.3719776813391197
479,watching,12,0.3719776813391197
480,bigotry,12,0.3719776813391197
481,benefits,12,0.3719776813391197
482,school,12,0.3719776813391197
483,situation,12,0.3719776813391197
484,ways,12,0.3719776813391197
485,entire,12,0.3719776813391197
486,voice,12,0.3719776813391197
487,grow,12,0.3719776813391197
488,yet,12,0.3719776813391197
489,honor,12,0.3719776813391197
490,used,12,0.3719776813391197
491,oval,12,0.3719776813391197
492,calls,12,0.3719776813391197
493,harder,12,0.3719776813391197
494,progressive,12,0.3719776813391197
495,forward,12,0.3719776813391197
496,try,12,0.3719776813391197
497,hold,12,0.3719776813391197
498,faith,12,0.3719776813391197
499,20,12,0.3719776813391197
500,pick,12,0.3719776813391197
501,company,12,0.3719776813391197
502,yes,12,0.3719776813391197
503,bill,12,0.3719776813391197
504,del,12,0.3719776813391197
505,paying,11,0.3409795412275264
506,check,11,0.3409795412275264
507,times,11,0.3409795412275264
508,miss,11,0.3409795412275264
509,register,11,0.3409795412275264
510,middle,11,0.3409795412275264
511,built,11,0.3409795412275264
512,moment,11,0.3409795412275264
513,30,11,0.3409795412275264
514,hed,11,0.3409795412275264
515,lobby,11,0.3409795412275264
516,middleclass,11,0.3409795412275264
517,trust,11,0.3409795412275264
518,lift,11,0.3409795412275264
519,color,11,0.3409795412275264
520,movement,11,0.3409795412275264
521,democracy,11,0.3409795412275264
522,terrorist,11,0.3409795412275264
523,latino,11,0.3409795412275264
524,divisive,11,0.3409795412275264
525,allies,11,0.3409795412275264
526,hell,11,0.3409795412275264
527,wages,11,0.3409795412275264
528,looking,11,0.3409795412275264
529,personal,11,0.3409795412275264
530,potential,11,0.3409795412275264
531,victims,11,0.3409795412275264
532,speaking,11,0.3409795412275264
533,son,11,0.3409795412275264
534,hateful,11,0.3409795412275264
535,biden,11,0.3409795412275264
536,100,11,0.3409795412275264
537,card,11,0.3409795412275264
538,playing,11,0.3409795412275264
539,whole,11,0.3409795412275264
540,mate,11,0.3409795412275264
541,single,10,0.3099814011159331
542,turn,10,0.3099814011159331
543,set,10,0.3099814011159331
544,prepared,10,0.3099814011159331
545,hope,10,0.3099814011159331
546,word,10,0.3099814011159331
547,class,10,0.3099814011159331
548,problems,10,0.3099814011159331
549,true,10,0.3099814011159331
550,systemic,10,0.3099814011159331
551,criminal,10,0.3099814011159331
552,little,10,0.3099814011159331
553,fired,10,0.3099814011159331
554,started,10,0.3099814011159331
555,released,10,0.3099814011159331
556,divides,10,0.3099814011159331
557,line,10,0.3099814011159331
558,power,10,0.3099814011159331
559,disabilities,10,0.3099814011159331
560,greatest,10,0.3099814011159331
561,insults,10,0.3099814011159331
562,challenges,10,0.3099814011159331
563,attacks,10,0.3099814011159331
564,birthday,10,0.3099814011159331
565,latinos,10,0.3099814011159331
566,believes,10,0.3099814011159331
567,decision,10,0.3099814011159331
568,opportunity,10,0.3099814011159331
569,mexican,10,0.3099814011159331
570,accept,10,0.3099814011159331
571,helping,10,0.3099814011159331
572,muslim,10,0.3099814011159331
573,rich,10,0.3099814011159331
574,ohio,10,0.3099814011159331
575,billionaires,10,0.3099814011159331
576,prevent,10,0.3099814011159331
577,deserves,10,0.3099814011159331
578,joe,10,0.3099814011159331
579,instead,10,0.3099814011159331
580,schools,10,0.3099814011159331
581,whats,10,0.3099814011159331
582,protecting,10,0.3099814011159331
583,toward,10,0.3099814011159331
584,folks,10,0.3099814011159331
585,ha,10,0.3099814011159331
586,freedom,10,0.3099814011159331
587,amendment,10,0.3099814011159331
588,breaks,10,0.3099814011159331
589,might,10,0.3099814011159331
590,abortion,10,0.3099814011159331
591,smart,9,0.27898326100433973
592,candidates,9,0.27898326100433973
593,least,9,0.27898326100433973
594,global,9,0.27898326100433973
595,name,9,0.27898326100433973
596,tweet,9,0.27898326100433973
597,charge,9,0.27898326100433973
598,high,9,0.27898326100433973
599,low,9,0.27898326100433973
600,racist,9,0.27898326100433973
601,trillion,9,0.27898326100433973
602,profits,9,0.27898326100433973
603,held,9,0.27898326100433973
604,record,9,0.27898326100433973
605,endorses,9,0.27898326100433973
606,sees,9,0.27898326100433973
607,girl,9,0.27898326100433973
608,old,9,0.27898326100433973
609,ties,9,0.27898326100433973
610,feel,9,0.27898326100433973
611,helped,9,0.27898326100433973
612,society,9,0.27898326100433973
613,test,9,0.27898326100433973
614,communities,9,0.27898326100433973
615,killed,9,0.27898326100433973
616,ahead,9,0.27898326100433973
617,foundation,9,0.27898326100433973
618,sign,9,0.27898326100433973
619,prisoners,9,0.27898326100433973
620,facing,9,0.27898326100433973
621,laws,9,0.27898326100433973
622,bridges,9,0.27898326100433973
623,race,9,0.27898326100433973
624,grateful,9,0.27898326100433973
625,account,9,0.27898326100433973
626,career,9,0.27898326100433973
627,rate,9,0.27898326100433973
628,indiana,9,0.27898326100433973
629,polls,9,0.27898326100433973
630,comprehensive,9,0.27898326100433973
631,stands,9,0.27898326100433973
632,risk,9,0.27898326100433973
633,leaders,9,0.27898326100433973
634,literally,9,0.27898326100433973
635,glass,9,0.27898326100433973
636,cuts,9,0.27898326100433973
637,different,9,0.27898326100433973
638,kindness,9,0.27898326100433973
639,became,9,0.27898326100433973
640,fund,9,0.27898326100433973
641,putin,9,0.27898326100433973
642,former,9,0.27898326100433973
643,combat,9,0.27898326100433973
644,apart,9,0.27898326100433973
645,washington,9,0.27898326100433973
646,along,9,0.27898326100433973
647,reckless,9,0.27898326100433973
648,honored,9,0.27898326100433973
649,ban,9,0.27898326100433973
650,move,9,0.27898326100433973
651,employees,9,0.27898326100433973
652,success,9,0.27898326100433973
653,common,9,0.27898326100433973
654,count,9,0.27898326100433973
655,profit,9,0.27898326100433973
656,vision,8,0.24798512089274644
657,injustice,8,0.24798512089274644
658,goes,8,0.24798512089274644
659,income,8,0.24798512089274644
660,dad,8,0.24798512089274644
661,hours,8,0.24798512089274644
662,deeply,8,0.24798512089274644
663,russia,8,0.24798512089274644
664,giving,8,0.24798512089274644
665,conspiracy,8,0.24798512089274644
666,refusing,8,0.24798512089274644
667,system,8,0.24798512089274644
668,15,8,0.24798512089274644
669,countries,8,0.24798512089274644
670,four,8,0.24798512089274644
671,accountable,8,0.24798512089274644
672,lying,8,0.24798512089274644
673,solve,8,0.24798512089274644
674,board,8,0.24798512089274644
675,three,8,0.24798512089274644
676,experience,8,0.24798512089274644
677,past,8,0.24798512089274644
678,inclusive,8,0.24798512089274644
679,breaking,8,0.24798512089274644
680,struggling,8,0.24798512089274644
681,speaks,8,0.24798512089274644
682,hasnt,8,0.24798512089274644
683,peoples,8,0.24798512089274644
684,expand,8,0.24798512089274644
685,succeed,8,0.24798512089274644
686,especially,8,0.24798512089274644
687,human,8,0.24798512089274644
688,officers,8,0.24798512089274644
689,champion,8,0.24798512089274644
690,defend,8,0.24798512089274644
691,thinking,8,0.24798512089274644
692,supremacists,8,0.24798512089274644
693,hearts,8,0.24798512089274644
694,ill,8,0.24798512089274644
695,walls,8,0.24798512089274644
696,finally,8,0.24798512089274644
697,becoming,8,0.24798512089274644
698,youll,8,0.24798512089274644
699,fall,8,0.24798512089274644
700,terrible,8,0.24798512089274644
701,tuition,8,0.24798512089274644
702,comes,8,0.24798512089274644
703,virginia,8,0.24798512089274644
704,leading,8,0.24798512089274644
705,agenda,8,0.24798512089274644
706,stay,8,0.24798512089274644
707,comments,8,0.24798512089274644
708,interests,8,0.24798512089274644
709,known,8,0.24798512089274644
710,serious,8,0.24798512089274644
711,latest,8,0.24798512089274644
712,fraud,8,0.24798512089274644
713,cost,8,0.24798512089274644
714,books,8,0.24798512089274644
715,secretary,8,0.24798512089274644
716,se,8,0.24798512089274644
717,members,8,0.24798512089274644
718,strength,8,0.24798512089274644
719,funding,8,0.24798512089274644
720,deport,8,0.24798512089274644
721,mexico,8,0.24798512089274644
722,letter,8,0.24798512089274644
723,facebook,8,0.24798512089274644
724,warren,8,0.24798512089274644
725,olympic,8,0.24798512089274644
726,side,8,0.24798512089274644
727,social,8,0.24798512089274644
728,hardworking,8,0.24798512089274644
729,full,8,0.24798512089274644
730,goodpaying,8,0.24798512089274644
731,pride,8,0.24798512089274644
732,pa,8,0.24798512089274644
733,tomorrow,8,0.24798512089274644
734,ones,8,0.24798512089274644
735,familias,8,0.24798512089274644
736,planned,8,0.24798512089274644
737,una,8,0.24798512089274644
738,bankrupt,8,0.24798512089274644
739,yorkers,8,0.24798512089274644
740,nights,7,0.21698698078115314
741,proposal,7,0.21698698078115314
742,months,7,0.21698698078115314
743,opponent,7,0.21698698078115314
744,losing,7,0.21698698078115314
745,con,7,0.21698698078115314
746,anywhere,7,0.21698698078115314
747,iraq,7,0.21698698078115314
748,birther,7,0.21698698078115314
749,lie,7,0.21698698078115314
750,loved,7,0.21698698078115314
751,somebody,7,0.21698698078115314
752,hiding,7,0.21698698078115314
753,step,7,0.21698698078115314
754,crash,7,0.21698698078115314
755,owner,7,0.21698698078115314
756,products,7,0.21698698078115314
757,lies,7,0.21698698078115314
758,facts,7,0.21698698078115314
759,endorsed,7,0.21698698078115314
760,brave,7,0.21698698078115314
761,changing,7,0.21698698078115314
762,7,7,0.21698698078115314
763,open,7,0.21698698078115314
764,endorsing,7,0.21698698078115314
765,backs,7,0.21698698078115314
766,flint,7,0.21698698078115314
767,committed,7,0.21698698078115314
768,moments,7,0.21698698078115314
769,legal,7,0.21698698078115314
770,almost,7,0.21698698078115314
771,promise,7,0.21698698078115314
772,treat,7,0.21698698078115314
773,shot,7,0.21698698078115314
774,powerful,7,0.21698698078115314
775,tear,7,0.21698698078115314
776,generation,7,0.21698698078115314
777,path,7,0.21698698078115314
778,thoughts,7,0.21698698078115314
779,matters,7,0.21698698078115314
780,commit,7,0.21698698078115314
781,país,7,0.21698698078115314
782,citizenship,7,0.21698698078115314
783,seriously,7,0.21698698078115314
784,kaine,7,0.21698698078115314
785,early,7,0.21698698078115314
786,reject,7,0.21698698078115314
787,afraid,7,0.21698698078115314
788,yesterday,7,0.21698698078115314
789,diversity,7,0.21698698078115314
790,18,7,0.21698698078115314
791,theyve,7,0.21698698078115314
792,12,7,0.21698698078115314
793,sacrifice,7,0.21698698078115314
794,march,7,0.21698698078115314
795,citizens,7,0.21698698078115314
796,solutions,7,0.21698698078115314
797,highest,7,0.21698698078115314
798,buy,7,0.21698698078115314
799,philadelphia,7,0.21698698078115314
800,unlike,7,0.21698698078115314
801,understands,7,0.21698698078115314
802,leads,7,0.21698698078115314
803,assault,7,0.21698698078115314
804,episode,7,0.21698698078115314
805,generals,7,0.21698698078115314
806,totally,7,0.21698698078115314
807,tried,7,0.21698698078115314
808,unqualified,7,0.21698698078115314
809,force,7,0.21698698078115314
810,tiene,7,0.21698698078115314
811,brought,7,0.21698698078115314
812,safety,7,0.21698698078115314
813,unions,7,0.21698698078115314
814,process,7,0.21698698078115314
815,extreme,7,0.21698698078115314
816,victory,7,0.21698698078115314
817,came,7,0.21698698078115314
818,emergency,7,0.21698698078115314
819,fought,7,0.21698698078115314
820,struggle,7,0.21698698078115314
821,supporters,7,0.21698698078115314
822,taken,7,0.21698698078115314
823,temperamentally,7,0.21698698078115314
824,thousands,7,0.21698698078115314
825,coming,7,0.21698698078115314
826,second,7,0.21698698078115314
827,voices,7,0.21698698078115314
828,century,7,0.21698698078115314
829,investment,7,0.21698698078115314
830,bernie,7,0.21698698078115314
831,ground,7,0.21698698078115314
832,listening,7,0.21698698078115314
833,happening,7,0.21698698078115314
834,platform,7,0.21698698078115314
835,todos,7,0.21698698078115314
836,más,7,0.21698698078115314
837,parenthood,7,0.21698698078115314
838,federal,7,0.21698698078115314
839,kentucky,7,0.21698698078115314
840,sit,6,0.18598884066955984
841,9,6,0.18598884066955984
842,rally,6,0.18598884066955984
843,winning,6,0.18598884066955984
844,please,6,0.18598884066955984
845,feeling,6,0.18598884066955984
846,esta,6,0.18598884066955984
847,alicia,6,0.18598884066955984
848,morning,6,0.18598884066955984
849,spread,6,0.18598884066955984
850,proved,6,0.18598884066955984
851,near,6,0.18598884066955984
852,supported,6,0.18598884066955984
853,sued,6,0.18598884066955984
854,led,6,0.18598884066955984
855,five,6,0.18598884066955984
856,concerned,6,0.18598884066955984
857,program,6,0.18598884066955984
858,wonder,6,0.18598884066955984
859,list,6,0.18598884066955984
860,epidemic,6,0.18598884066955984
861,daughters,6,0.18598884066955984
862,course,6,0.18598884066955984
863,recommit,6,0.18598884066955984
864,death,6,0.18598884066955984
865,via,6,0.18598884066955984
866,thought,6,0.18598884066955984
867,commitment,6,0.18598884066955984
868,becomes,6,0.18598884066955984
869,nearly,6,0.18598884066955984
870,charlotte,6,0.18598884066955984
871,bully,6,0.18598884066955984
872,nobody,6,0.18598884066955984
873,bottom,6,0.18598884066955984
874,lifetime,6,0.18598884066955984
875,podcast,6,0.18598884066955984
876,often,6,0.18598884066955984
877,anniversary,6,0.18598884066955984
878,basic,6,0.18598884066955984
879,dreams,6,0.18598884066955984
880,charity,6,0.18598884066955984
881,walk,6,0.18598884066955984
